Question,Correct Answer,Model Answer,Semantic Entropy,EigenScore,SAR Score,NumSets,Self Confidence,Verbalized Uncertainty,Voting Result,Hallucination Votes,Similarity with Correct,grount_truth,ground_truth
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Прочитайте отрывок из Указа Президента и напишите его фамилию. Текст: «Осуществить… переход в основном на применение свободных (рыночных) цен и тарифов, складывающихся под влиянием спросаи предложения, на продукцию производственно-технического назначения, товары народного потребления, работы и услуги.Государственные закупки сельскохозяйственной продукции также производить по свободным (рыночным) ценам. …Установить… применение государственных регулируемых цен (тарифов) предприятиям и организациям независимо от форм собственности только на ограниченный круг продукции производственно-технического назначения, основных потребительских товаров и услуг по перечням». Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",ельцин,Ельцин,-2.3841858e-07,9.906479089500534e-07,0.9999999999999998,1,1.0,1.0,NORMAL,0/6,0.9714643,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Что из перечисленного предусматривала cтолыпинская аграрная реформа? Вариант ответа 1: Конфискацию помещичьих земель, Вариант ответа 2: Укрепление крестьянской общины, Вариант ответа 3: Отказ от переселенческой политики, Вариант ответа 4: Создание широкого слоя мелких земельных собственников Выберите один вариант правильного ответа и укажите его номер в ответе.",4,"Правильный ответ — **вариант №4**: создание широкого слоя мелких земельных собственников.

Столыпинская аграрная реформа (1906–1917 гг.) была направлена именно на разрушение традиционной сельской общины («мир») и формирование класса самостоятельных частных владельцев земли путём предоставления крестьянам права выхода из общины с закреплённой землёй индивидуально каждому хозяину. Таким образом создавался слой крепких индивидуальных фермерских хозяйств, свободных от общинной зависимости. 

Варианты 1, 2 и 3 неверны, поскольку конфискация помещичьей земли и укрепление общины были лозунгами революционных движений и противников реформы, а отказ от переселения противоречил одному из направлений реформ Столыпина — активной политике переселения крестьян на свободные государственные земли Сибири и Дальнего Востока.",0.039420485,0.108797033188514,0.9638513292852188,1,1.0,1.0,NORMAL,0/6,0.745186,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Ниже приведён список терминов. Все они, за исключением двух, относятся к событиям и явлениям, происходившим в период существования Древнерусского государства. Выберите лишние элементы. Вариант ответа 1: митрополит;, Вариант ответа 2: вира;, Вариант ответа 3: ярлык;, Вариант ответа 4: старообрядцы;, Вариант ответа 5: подсечное земледелие;, Вариант ответа 6: полюдье Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",34,"Чтобы решить эту задачу, нужно определить, какие два термина не связаны с событиями и явлениями периода существования Древнерусского государства (примерно IX–XIII века).

Рассмотрим каждый термин отдельно:

- **Митрополит** — титул главы русской православной церкви, появившийся ещё до разделения церквей и сохранившийся после принятия христианства Русью (988 год). Соответствует эпохе Древней Руси.
  
- **Вира** — штраф за убийство свободного человека в древнерусском праве («Русская Правда»). Явление характерно именно для эпохи Древней Руси.

- **Ярлык** — грамота Золотой Орды, дававшая право князьям управлять определёнными территориями и народами. Появился уже после монгольского нашествия (с XIII века), следовательно, относится к другому историческому периоду.

- **Старообрядцы** — религиозная группа, сформировавшаяся в результате раскола Русской Православной Церкви в XVII веке во время реформ патриарха Никона. Не имеет отношения к эпохе Древней Руси.

- **Подсечное земледелие** — ранний тип сельского хозяйства, когда участки леса вырубались и выжигались перед посевом культур. Это практиковалось ещё в древности, включая эпоху Древней Руси.

- **Полюдье** — форма сбора дани князем и дружиной, когда князь лично объезжал подвластные территории и собирал налоги натурой от населения. Обычай существовал в первые столетия существования Древнерусского государства.

Итак, термины, относящиеся к другим историческим периодам, это «ярлык» (№3) и «старообрядцы» (№4).

Правильный ответ: **34**",0.025670648,0.0794462979803847,0.9736821145202976,1,1.0,1.0,NORMAL,0/6,0.7645084,0,0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Оглашение на закрытом заседании XX съезда КПСС доклада Н. С. Хрущёва привело к Вариант ответа 1: переходу к политике гласности, Вариант ответа 2: преодолению разногласий в руководстве КПСС, Вариант ответа 3: принятию постановления о развенчании культа личности Сталина, Вариант ответа 4: отмене статьи конституции о направляющей и руководящей роли КПСС Выберите один вариант правильного ответа и укажите его номер в ответе.",3,"Ответ: **3**  
Оглашение на закрытом заседании XX съезда КПСС секретного доклада Никиты Сергеевича Хрущёва «О культе личности и его последствиях», состоявшегося 25 февраля 1956 года, способствовало принятию решения партийной верхушкой начать процесс развенчания культа личности Иосифа Виссарионовича Сталина (так называемый период десталинизации). Это событие не имело отношения ни к введению политики гласности (она началась значительно позже — во времена М.С.Горбачёва), ни к преодолению внутренних разногласий в руководстве партии, ни к изменению положения Конституции СССР относительно ведущей роли коммунистической партии.",0.11477888,0.2311431377173566,0.8564101763088274,1,1.0,1.0,NORMAL,0/6,0.7136897,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какой документ был принят в царствование Екатерины II? Вариант ответа 1: Учреждения для управления губерниями, Вариант ответа 2: Манифест о незыблемости самодержавия, Вариант ответа 3: Указ о единонаследии, Вариант ответа 4: Учреждение Государственного совета Выберите один вариант правильного ответа и укажите его номер в ответе.",1,"Правильный ответ — **№1**: Учреждения для управления губерниями.  
Этот важный законодательный акт был издан Екатериной II в 1775 году и заложил основы губернской реформы, существенно реформировав систему государственного управления Российской империи.",0.042378783,0.1226989584662604,0.939406289316742,1,1.0,1.0,NORMAL,0/6,0.74654746,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: Полная отмена местничества в Российском государстве., Вариант ответа 2: Отказ Анны Иоанновны от исполнения Кондиций., Вариант ответа 3: Капитуляция Наполеона Бонапарта III под Седаном. Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",123,"- **Полная отмена местничества** произошла указом Алексея Михайловича в январе 1682 года.
- **Отказ Анны Иоанновны от исполнения Кондиций** произошёл после её избрания императрицей в феврале-марте 1730 года.
- **Капитуляция императора Франции Наполеона III под Седаном**, означавшая поражение во Франко-прусской войне, состоялась в сентябре 1870 года.

Таким образом, правильный порядок событий в хронологии выглядит следующим образом:  
$1 → 2 → 3$

Ответ: **123**",0.02442646,0.073456897238419,0.9797328242586992,1,1.0,1.0,NORMAL,0/6,0.77956235,0,0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Напишите пропущенное слово (словосочетание). Текст: В 1556 г. по инициативе Избранной рады на период военных действий было ограничено ________________ — существовавшая в Русском государстве система распределения должностей в зависимости от знатности рода. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",местничество,местничество,-2.3841858e-07,9.906479089500534e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Кто из перечисленных деятелей культуры XIX в. был живописцем? Вариант ответа 1: А. А. Фет, Вариант ответа 2: М. С. Щепкин, Вариант ответа 3: И. А. Крылов, Вариант ответа 4: А. А. Иванов Выберите один вариант правильного ответа и укажите его номер в ответе.",4,"Правильный ответ — **вариант №4**:  
А. А. Иванов (Алексей Андреевич Иванов) — известный русский художник-пейзажист и портретист первой половины XIX века. Остальные варианты относятся к другим сферам искусства:  
- Афанасий Афанасьевич Фет — поэт;  
- Михаил Семёнович Щепкин — актёр театра;  
- Иван Андреевич Крылов — баснописец.",0.027649999,0.0824883723543966,0.9744217499546955,1,1.0,1.0,NORMAL,0/6,0.7387111,0,0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Понятие «Святейший Синод» появилось в связи с Вариант ответа 1: секуляризацией церковных земель при Екатерине II, Вариант ответа 2: решениями Стоглавого церковного собора, Вариант ответа 3: церковной реформой Петра I, Вариант ответа 4: церковными реформами патриарха Никона Выберите один вариант правильного ответа и укажите его номер в ответе.",3,"Правильный ответ — **3**.

Понятие «Святейший Синод» возникло именно после проведения церковной реформы Петром I (в 1721 г.), когда император упразднил институт патриаршества и ввёл коллегиальное управление Русской православной церкви через Святейший Правительствующий Синод.",0.051696658,0.1362907685847463,0.9578655481181584,1,1.0,1.0,NORMAL,0/6,0.71889913,0,0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Назовите термин (понятие), о котором идет речь. Текст: Портретный жанр в живописи, распространённый в Русском царстве в XVII веке. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",парсуна,Парсуна,0.0,1.7210395901646083e-06,1.0,1,1.0,1.0,NORMAL,0/6,0.97678256,0,0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Прочитайте отрывок из древнерусской летописи и укажите событие, о котором в нём говорится. Текст: «Уже в исходе февраля к великому князю Юрию Всеволодовичу, его брату Святославу Всеволодовичу, племянникам — Васильку Константиновичу, Всеволоду Константиновичу и Владимиру Константиновичу — пришёл вестник с известием, что город Владимир взят, епископ, великая княгиня, князья и все люди сожжены, а некоторые перебиты. «А твоего старшего сына Всеволода с братьями убили вне города и идут к тебе»... Юрий ждал своего брата Ярослава, и не было его. И князь приказал своему воеводе укреплять людей и готовиться к бою... Сошлись полки, и была крупная битва и злая сеча; кровь лилась, как вода. Божьим попущением татары победили русских князей. Был убит тогда великий князь Владимирский Юрий Всеволодович и многие его воеводы и бояре, и было перебито воинство его». Вариант ответа 1: Битка на р. Калке., Вариант ответа 2: Битва на р. Сити., Вариант ответа 3: Битва на р. Неве., Вариант ответа 4: Битва на р. Воже. Выберите один вариант правильного ответа и укажите его номер в ответе.",2,"Правильный ответ: **Вариант ответа 2**  
(Битва на реке Сити).",0.013712585,0.0414524169907271,0.9806734232393844,1,1.0,1.0,NORMAL,0/6,0.8199091,0,0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Выберите из приведённого списка исторические личности, связанные с княжением Ивана III. Вариант ответа 1: Тимур (Тамерлан), Вариант ответа 2: Марфа Борецкая, Вариант ответа 3: Хан Ахмат, Вариант ответа 4: Митрополит Иона, Вариант ответа 5: Владимир Серпуховской, Вариант ответа 6: Феофан Грек Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",23,"Для выполнения задания нужно определить исторических личностей, связанных непосредственно с периодом правления великого князя московского Ивана III Васильевича (правил в 1462–1505 гг.).

- **Тимур (Тамерлан)** — среднеазиатский полководец, жил значительно раньше периода правления Ивана III (ум. в 1405 г.). Следовательно, этот вариант неверный.
  
- **Марфа Борецкая** — новгородская боярыня, одна из лидеров оппозиции против объединения Новгорода с Москвой. Именно её политика противостояла Ивану III во время присоединения Новгородской республики. Поэтому она связана с эпохой Ивана III.

- **Хан Ахмат** — последний хан Большой Орды, который пытался сохранить власть над Русью и потерпел поражение от войск Ивана III в битве на реке Угре («Стояние на Угре») в 1480 году. Этот эпизод ознаменовал конец монголо-татарского ига. Значит, этот персонаж связан с правлением Ивана III.

- **Митрополит Иона** — митрополит московский и всея Руси, предшественник митрополита Геронтия. Был поставлен на кафедру еще до начала самостоятельного княжения Ивана III, однако продолжал оставаться влиятельной фигурой на протяжении всего княжения Ивана III вплоть до своей смерти в 1461 году. Несмотря на раннюю смерть, именно его деятельность заложила основы дальнейшего укрепления русской церкви, следовательно, косвенно связана с деятельностью Ивана III.

- **Владимир Серпуховской** — князь владимиро-суздальской ветви Рюриковичей, умерший задолго до начала княжения Ивана III (в XIV веке). Его правление никак не связано с временем деятельности Ивана III.

- **Феофан Грек** — знаменитый византийский иконописец, работавший преимущественно в Новгороде Великом. Жил и творил также намного ранее эпохи Ивана III (конец XIV века).

Итак, правильные варианты связаны с историческими событиями времен Ивана III: 

Правильные ответы: 234",0.0293414,0.0887776549102301,0.9731099531142792,1,1.0,1.0,NORMAL,0/6,0.745805,0,1
