Question,Correct Answer,Model Answer,Semantic Entropy,EigenScore,SAR Score,NumSets,Self Confidence,Verbalized Uncertainty,Voting Result,Hallucination Votes,Similarity with Correct
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какое событие ознаменовало начало Великой Отечественной войны? Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",Нападение Германии на СССР,Начало Великой Отечественной войны ознаменовало нападение нацистской Германии на СССР 22 июня 1941 года.,0.016327381,0.0499271977314984,1.0,1,1.0,1.0,NORMAL,0/6,0.705758
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Прочитайте отрывок из документа XVIII в. регламента Главного магистрата и назовите имя императора, в правление которого он был принят. Текст: «Понеже в других государствах не токмо в городах больших и малых, но и в местечках и в селах... ярмарки и торги учреждены, от которых приносится... польза. Того ради надлежит в Главном магистрате о умножении таких торгов и ярмарок... иметь старание... Такоже надлежит в больших приморских и прочих купеческих знатных городах... по примеру иностранных купеческих городов, построить биржи, в которые б сходилися торговые граждане для своих торгов и постановления векселей...» Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",петр первый,Пётр I.,-2.3841858e-07,9.906479089500534e-07,0.9999999999999999,1,0.99,1.0,NORMAL,0/6,0.8262347
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Кто был главой советского правительства в период введения новой экономической политики (НЭП)? Вариант ответа 1: Л. Д. Троцкий, Вариант ответа 2: А. И. Рыков, Вариант ответа 3: В. И. Ленин, Вариант ответа 4: И. В. Сталин Выберите один вариант правильного ответа и укажите его номер в ответе.",3,3,-3.5762787e-07,2.1949808697579095e-06,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Ниже приведён ряд терминов, понятий. Все они, за исключением двух, относятся к периоду правления Ивана III. Выберите лишние элементы. Вариант ответа 1: Кормление, Вариант ответа 2: Пожилое, Вариант ответа 3: Земский собор, Вариант ответа 4: Юрьев день, Вариант ответа 5: Судебник, Вариант ответа 6: Старообрядцы Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",36,36,-2.3841858e-07,1.7210395901646083e-06,1.0,1,0.99,1.0,NORMAL,0/6,1.0000002
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какие три из перечисленных событий относятся к царствованию Александра II? Вариант ответа 1: Создание земств, Вариант ответа 2: Создание Негласного комитета, Вариант ответа 3: Введение суда присяжных заседателей, Вариант ответа 4: Штурм Шипки, Вариант ответа 5: Учреждение Государственной Думы, Вариант ответа 6: Участие России в Континентальной блокаде Англии Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",134,134,0.40434617,0.5499258769887876,0.48154011296653976,3,0.98,1.0,HALLUCINATION,4/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности исторические события. Запишите цифры, которыми обозначены исторические события, в правильной последовательности. Вариант ответа 1: учреждение Лиги Наций, Вариант ответа 2: издание указа «о вольных хлебопашцах», Вариант ответа 3: Смоленская война Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",321,"Сначала было **издание указа «о вольных хлебопашцах»** — **1803**.  
Затем **Смоленская война** — **1632–1634**? Проверим порядок: она была раньше 1803, значит сначала именно она.  
Потом **учреждение Лиги Наций** — **1919**.

Правильная последовательность:  
**321**",0.20217878,0.3261937152159893,0.7020668429489357,1,0.99,1.0,NORMAL,1/6,0.08879945
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: Куликовская битва, Вариант ответа 2: взятие Казани, Вариант ответа 3: битва на реке Калке, Вариант ответа 4: «стояние на реке Угре», Вариант ответа 5: Полтавский бой Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",31425,31425,-2.3841858e-07,9.906479089500534e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0000002
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: упразднение системы наркоматов, Вариант ответа 2: окончание ""дела врачей"", Вариант ответа 3: первое испытание США водородной бомбы Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",132,321,0.5008551,0.5451625594991658,0.7256853782513221,2,0.98,1.0,UNCERTAIN,3/6,0.6137577
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Современниками были Вариант ответа 1: Екатерина II и Екатерина Дашкова, Вариант ответа 2: Елизавета Петровна и А. А. Аракчеев, Вариант ответа 3: Анна Иоанновна и Иван Фёдоров, Вариант ответа 4: Екатерина I и М. М. Сперанский Выберите один вариант правильного ответа и укажите его номер в ответе.",1,1,0.38839638,0.4408744297990944,0.35267264065539894,2,0.99,1.0,UNCERTAIN,3/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Создание какого произведения литературы относится к 1920–1930-м гг.? Вариант ответа 1: Романа В. П. Аксёнова «Остров Крым», Вариант ответа 2: Романа А. И. Солженицына «Архипелаг ГУЛАГ», Вариант ответа 3: Романа К. М. Симонова «Живые и мёртвые», Вариант ответа 4: Романа М. А. Булгакова «Мастер и Маргарита» Выберите один вариант правильного ответа и укажите его номер в ответе.",4,4,-2.3841858e-07,9.906479089500534e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0000001
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: Провозглашение курса на перестройку, Вариант ответа 2: Проведение референдума о сохранении СССР, Вариант ответа 3: XX съезд КПСС, Вариант ответа 4: Карибский кризис, Вариант ответа 5: Создание ОВД Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",53412,53142,0.6740932,0.7622873885430953,0.10484456211431903,3,1.0,1.0,HALLUCINATION,4/6,0.86404747
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: Объединение Новгорода и Киева под властью князя Олега., Вариант ответа 2: Начало Крестовых походов;, Вариант ответа 3: Ледовое побоище. Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",123,132,0.14761937,0.2608268675023879,0.7539678183905951,1,0.99,1.0,NORMAL,0/6,0.7539679
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Что было осуществлено в России в начале 2000-х гг.? Вариант ответа 1: Создана Государственная Дума РФ, Вариант ответа 2: Создан Государственный Совет РФ, Вариант ответа 3: Введена многопартийность, Вариант ответа 4: Проведена либерализация цен Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,1.1920929e-07,2.0512412261032437e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Назовите термин (понятие), о котором идет речь. Текст: Группа людей, не связанных родственными узами, живущими на определенной территории по принципу соседства. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",соседская община,Это **соседская община**.,0.123769164,0.23167387839251838,0.8884606001738387,1,0.99,1.0,NORMAL,0/6,0.8835368
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Из перечисленных лиц декабристом был Вариант ответа 1: М. В. Буташевич-Петрашевский, Вариант ответа 2: С. И. Муравьёв-Апостол, Вариант ответа 3: И. С. Аксаков, Вариант ответа 4: Г. В. Плеханов Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,1.1920929e-07,2.0512412261032437e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Укажите ряд в котором указаны, пионеры, Герои Советского Союза, отличившиеся в годы Великой Отечественной войны Вариант ответа 1: Лёня Голиков, Валя Котик, Вариант ответа 2: Александр Матросов, Зоя Космодемьянская, Вариант ответа 3: Витя Коваленко, Ваня Андрианов, Вариант ответа 4: Иван Туркенич, Олег Кошевой Выберите один вариант правильного ответа и укажите его номер в ответе.",1,1,0.0,1.7210395901646083e-06,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности государственных деятелей. Вариант ответа 1: А. Л. Ордин-Нащокин, Вариант ответа 2: П. И. Ягужинский, Вариант ответа 3: А. Ф. Адашев, Вариант ответа 4: П. А. Столыпин, Вариант ответа 5: П. Д. Киселёв Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",31254,"Расположим деятелей по времени их деятельности:

- **А. Ф. Адашев** — XVI век  
- **А. Л. Ордин-Нащокин** — XVII век  
- **П. И. Ягужинский** — первая половина XVIII века  
- **П. Д. Киселёв** — XIX век  
- **П. А. Столыпин** — начало XX века  

Соответственно, последовательность номеров:

**32154**",0.118373275,0.2558083393670966,0.8929976504480243,1,0.99,1.0,NORMAL,0/6,-0.056852996
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Кто из перечисленных деятелей культуры был иконописцем? Вариант ответа 1: Иван Фёдоров, Вариант ответа 2: Феофан Грек, Вариант ответа 3: отец Сильвестр, Вариант ответа 4: Софоний Рязанец Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,1.1920929e-07,2.0512412261032437e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Укажите советского конструктора стрелкового оружия, находившегося на вооружении Красной армии в годы Великой Отечественной войны. Вариант ответа 1: А. И. Покрышкин, Вариант ответа 2: С. А. Ковпак, Вариант ответа 3: Г. С. Шпагин, Вариант ответа 4: Н. М. Шверник Выберите один вариант правильного ответа и укажите его номер в ответе.",3,3,-3.5762787e-07,2.1949808697579095e-06,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Следствием массовых крестьянских восстаний 1920−1921 гг. стало Вариант ответа 1: введение продразвёрстки, Вариант ответа 2: начало проведения массовой коллективизации, Вариант ответа 3: создание комбедов, Вариант ответа 4: введение продналога Выберите один вариант правильного ответа и укажите его номер в ответе.",4,4,-2.3841858e-07,9.906479089500534e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0000001
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какие три понятия из перечисленных ниже характеризуют социальную структуру Древней Руси? Вариант ответа 1: приписные крестьяне, Вариант ответа 2: рекруты, Вариант ответа 3: рядовичи, Вариант ответа 4: смерды, Вариант ответа 5: дворцовые крестьяне, Вариант ответа 6: закупы Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",346,"Правильные понятия, характеризующие социальную структуру Древней Руси: **рядовичи, смерды, закупы**.

Ответ: **346**",0.41055632,0.5676900756451285,0.3157396221872514,2,0.99,1.0,HALLUCINATION,4/6,0.31573963
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Напишите пропущенное слово (словосочетание). Текст: Деньги, выплачивавшиеся бывшими крепостными и удельными крестьянами по условиям Крестьянской реформы 1861 г. в рассрочку на 49 лет для погашения ссуды, предоставленной государством бывшим владельцам в качестве выкупа за надельную землю, называются ________. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",выкупные платежи,выкупные платежи,1.1920929e-07,2.754924651196835e-06,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какое из перечисленных событий относится к 1998 г.? Вариант ответа 1: Финансовый кризис в России — дефолт, Вариант ответа 2: Принятие Конституции РФ, Вариант ответа 3: Избрание президентом РФ В. В. Путина, Вариант ответа 4: Вооружённые столкновения сторонников президента и Верховного Совета Выберите один вариант правильного ответа и укажите его номер в ответе.",1,1,0.0,1.7210395901646083e-06,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Кто из перечисленных русских полководцев был современником Екатерины II? Вариант ответа 1: М. Д. Скобелев, Вариант ответа 2: Б. П. Шереметев, Вариант ответа 3: М. Б. Шеин, Вариант ответа 4: П. А. Румянцев Выберите один вариант правильного ответа и укажите его номер в ответе.",4,4,-2.3841858e-07,9.906479089500534e-07,1.0,1,0.99,1.0,NORMAL,0/6,1.0000001
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности события Вариант ответа 1: отмена местничества, Вариант ответа 2: начало регентства Софьи Алексеевны, Вариант ответа 3: учреждение Правительствующего Сената Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",123,"События по хронологии:

1. Отмена местничества — 1682  
2. Начало регентства Софьи Алексеевны — 1682  
3. Учреждение Правительствующего Сената — 1711  

Правильная последовательность: **123**",0.52362996,0.5369909048920604,0.2901184037520961,2,0.78,0.7,HALLUCINATION,4/6,0.2901185
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: К органам власти в России XVI в. относится Вариант ответа 1: Государственная дума, Вариант ответа 2: Верховный тайный совет, Вариант ответа 3: Боярская дума, Вариант ответа 4: Государственный совет Выберите один вариант правильного ответа и укажите его номер в ответе.",3,3,-3.5762787e-07,2.1949808697579095e-06,1.0,1,0.99,1.0,NORMAL,0/6,1.0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Установите соответствие между деятелями культуры и характеристиками их деятельности. В ответе запишите номера правильных ответов в порядке, соответствующем буквам А, Б, В, Г Текст: А) Б. Ф. Растрелли Б) Ф. С. Конь В) Ф. О. Шехтель Г) Феофан Грек Вариант ответа 1: Средневековый зодчий времени правления Бориса Годунова, Вариант ответа 2: Архитектор, основоположник русского ампира, создатель Казанского собора в Санкт-Петербурге, Вариант ответа 3: Архитектор XVIII в., наиболее яркий представитель так называемого елизаветинского барокко, Вариант ответа 4: Архитектор, занимался реконструкцией Москвы после пожара 1812 г., Вариант ответа 5: Один из наиболее ярких представителей стиля модерн в русском зодчестве рубежа XIX−XX вв., Вариант ответа 6: Иконописец, мастер монументальных фресковых росписей, работал над росписью церкви Спаса Преображения на Ильине улице в Новгороде Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",3156,"Соответствие:

- А) Б. Ф. Растрелли — **3**
- Б) Ф. С. Конь — **1**
- В) Ф. О. Шехтель — **5**
- Г) Феофан Грек — **6**

Ответ: **3156**",1.1920929e-07,2.754924651196835e-06,1.0,1,0.99,1.0,NORMAL,0/6,0.19679251
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Расположите в хронологической последовательности исторические события. Вариант ответа 1: учреждение в России коллегиальной системы управления, Вариант ответа 2: установление княгиней Ольгой системы уроков и погостов, Вариант ответа 3: начало Английской буржуазной революции Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",231,"Сначала было установление княгиней Ольгой системы уроков и погостов, затем учреждение в России коллегиальной системы управления, затем начало Английской буржуазной революции.

Правильная последовательность: **213**",0.39299017,0.4617816070109866,0.8499462718152742,2,0.99,1.0,NORMAL,2/6,0.18320115
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Выберите из списка события, относящиеся ко времени правления Н. С. Хрущева. Вариант ответа 1: Предоставление права на пенсию колхозникам, Вариант ответа 2: Снижение цен на продукты питания, Вариант ответа 3: Широкое жилищное строительство, Вариант ответа 4: Поддержка арендного подряда в деревне, Вариант ответа 5: Проведение «кукурузной» кампании, Вариант ответа 6: Массовые репрессии Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",135,135,-2.3841858e-07,9.906479089500534e-07,1.0,1,0.98,1.0,NORMAL,0/6,1.0000002
