Question,Correct Answer,Model Answer,Semantic Entropy,EigenScore,SAR Score,NumSets,Self Confidence,Verbalized Uncertainty,Voting Result,Hallucination Votes,Similarity with Correct
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Если в условиях спада в экономике происходит сокращение выпуска ВВП, инвестиций и занятости, то Центральному банку следует Вариант ответа 1: повысить учетную ставку, Вариант ответа 2: снизить учетную ставку, Вариант ответа 3: увеличить норму банковских резервов, Вариант ответа 4: увеличить покупку ценных бумаг Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,-2.3841858e-07,9.481392766806649e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Важнейшей задачей прокуратуры РФ является осуществление надзора за Вариант ответа 1: частной жизнью российских граждан, Вариант ответа 2: деятельностью политических партий и движений, Вариант ответа 3: исполнением закона, Вариант ответа 4: деятельностью пограничных служб Выберите один вариант правильного ответа и укажите его номер в ответе.",3,3,-2.3841858e-07,9.906479089500534e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0000001
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: В приведенном ряду найдите понятие, которое является обобщающим для всех остальных представленных понятий. Запишите в ответ это слово (словосочетание). Текст: Поощрение, санкция, наказание, премирование, увольнение. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",санкция,Санкция.,1.7881393e-07,4.602727279829966e-08,0.9999999999999998,1,1.0,1.0,NORMAL,0/6,0.9416924
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Найдите два термина, «выпадающих» из общего ряда, и запишите в таблицу цифры, под которыми они указаны. Ниже приведён перечень терминов. Все они, за исключением двух, относятся к критериям социальной стратификации. Вариант ответа 1: психологические особенности индивида, Вариант ответа 2: уровень дохода, Вариант ответа 3: престиж профессии, Вариант ответа 4: объём власти, Вариант ответа 5: уровень образования, Вариант ответа 6: тип музыкальных предпочтений Ответом к заданию является последовательность номеров правильных ответов, перечисленных без пробелов и знаков препинания.",16,16,0.0,1.638185528647546e-06,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Ниже приведен ряд терминов. Все они, за исключением двух, связаны с понятием экономическая глобализация. Выберите лишние элементы. Вариант ответа 1: международные финансовые и торговые организаций, Вариант ответа 2: протекционизм, Вариант ответа 3: интернационализация образования, Вариант ответа 4: мировые рынки, Вариант ответа 5: транснациональные корпорации, Вариант ответа 6: международное разделение труда Найдите два термина «выпадающих» из общего ряда, и запишите в цифры, под которыми они указаны Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",23,23,-2.3841858e-07,1.7234054894787614e-06,0.9999999999999998,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Дееспособный и достигший 18летия Теодор А. принял решение о вступлении в гражданство Российской Федерации. Найдите в приведенном ниже списке условия приёма в гражданство в общем порядке в соответствии с Законом о гражданстве Российской Федерации Вариант ответа 1: Переезд в Российскую Федерацию после обращения в компетентный орган с заявлением о приёме в гражданство., Вариант ответа 2: Знание истории России., Вариант ответа 3: Наличие гражданства Российской Федерации у одного из родственников., Вариант ответа 4: Владение русским языком., Вариант ответа 5: Получение образования в образовательной организации Российской Федерации., Вариант ответа 6: Соблюдение Конституции Российской Федерации и законодательства Российской Федерации. Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",246,46,1.1920929e-07,2.619149392143366e-06,1.0,1,1.0,1.0,NORMAL,0/6,0.8735951
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: В приведенном ряду найдите понятие, которое является обобщающим для всех остальных представленных понятий. Запишите в ответ это слово (словосочетание). Текст: Социальная роль; наёмный работник; предприниматель; сын; гражданин. Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",социальная роль,Социальная роль.,1.7881393e-07,9.246585120833842e-07,1.0,1,1.0,1.0,NORMAL,0/6,0.97087693
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: Одним из участников уголовного судопроизводства со стороны обвинения является Вариант ответа 1: судья, Вариант ответа 2: дознаватель, Вариант ответа 3: адвокат, Вариант ответа 4: подозреваемый Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,-2.3841858e-07,9.481392766806649e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Какое политическое устройство характеризуется разделением властей? Кратко сформулируйте и запишите ответ на задание (слово, словосочетание, одно или несколько предложений).",Демократия,"Республика, демократическое государство.",0.03214264,0.09768633917055752,0.962599140664693,1,0.85,1.0,NORMAL,0/6,0.915143
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: В нижеприведенном списке найдите формы политического участия Вариант ответа 1: Уплата налогов, Вариант ответа 2: Иск в суд, Вариант ответа 3: Выборы, Вариант ответа 4: Подача апелляции, Вариант ответа 5: Членство в партии, Вариант ответа 6: Митинг Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",356,356,-2.3841858e-07,1.2530293531721889e-06,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённую далее задачу и выполните по ней задание. Задача: Найдите в приведённом ниже списке факторы, которые могут способствовать повышению спроса на новую модель смартфона. Вариант ответа 1: блогеры написали ряд положительных отзывов о новой модели смартфона, Вариант ответа 2: доступность потребительских кредитов, Вариант ответа 3: использование нового высокопроизводительного оборудования, Вариант ответа 4: повышение налога на добавленную стоимость, Вариант ответа 5: количество салонов мобильной связи выросло в два раза, Вариант ответа 6: реализация производителем новых функций, которых нет в старых моделях Выберите несколько вариантов правильных ответов и перечислите в ответе их номера без пробелов и знаков препинания.",126,126,0.0,1.227115771106847e-06,1.0,1,1.0,1.0,NORMAL,0/6,1.0
"Прочитайте приведённые далее задачу, текст и выполните по ним задание. Задача: Выберите подходящее окончание для фразы. Текст: К отличительным признакам правового государства относится Вариант ответа 1: принудительный характер государственной власти, Вариант ответа 2: подчинение закону государства, его органов, Вариант ответа 3: общеобязательность решений государственной власти, Вариант ответа 4: наличие института гражданства (подданства) Выберите один вариант правильного ответа и укажите его номер в ответе.",2,2,-2.3841858e-07,9.481392766806649e-07,1.0,1,1.0,1.0,NORMAL,0/6,1.0
